#####################################################################
# Alchemist log file - simulation started at: 2024-02-23T11:15+0000 #
#####################################################################
#
# random = 7.0, scenarioType = 0, nodeSide = 10, variableRate = 3
#
# The columns have the following meaning: 
# time messagesExchanged[sum] messagesExchanged[variance] 
0.0 0.0 NaN
0.0 0.0 NaN
1.0001616958347865 260.0 2.491228070175439
2.0001616958347874 583.0 2.003641456582636
3.0001616958347883 671.0 1.9909297052154187
4.000161695834789 671.0 1.9909297052154187
5.000161695834786 671.0 1.9909297052154187
6.000161695834782 671.0 1.9909297052154187
7.0001616958347785 671.0 1.9909297052154187
8.000161695834775 671.0 1.9909297052154187
9.000161695834771 671.0 1.9909297052154187
10.000161695834768 671.0 1.9909297052154187
11.000161695834764 671.0 1.9909297052154187
12.00016169583476 671.0 1.9909297052154187
13.000161695834757 671.0 1.9909297052154187
14.000161695834754 671.0 1.9909297052154187
15.00016169583475 671.0 1.9909297052154187
16.00016169583475 671.0 1.9909297052154187
17.000161695834763 671.0 1.9909297052154187
18.000161695834777 671.0 1.9909297052154187
19.00016169583479 671.0 1.9909297052154187
20.000161695834805 671.0 1.9909297052154187
21.00016169583482 671.0 1.9909297052154187
22.000161695834834 671.0 1.9909297052154187
23.000161695834848 671.0 1.9909297052154187
24.000161695834862 671.0 1.9909297052154187
25.000161695834876 671.0 1.9909297052154187
26.00016169583489 671.0 1.9909297052154187
27.000161695834905 671.0 1.9909297052154187
28.00016169583492 671.0 1.9909297052154187
29.000161695834933 671.0 1.9909297052154187
30.000161695834947 671.0 1.9909297052154187
31.00016169583496 671.0 1.9909297052154187
32.000161695834976 671.0 1.9909297052154187
33.00016169583499 671.0 1.9909297052154187
34.000161695835004 671.0 1.9909297052154187
35.00016169583502 671.0 1.9909297052154187
36.00016169583503 671.0 1.9909297052154187
37.00016169583505 671.0 1.9909297052154187
38.00016169583506 671.0 1.9909297052154187
39.000161695835075 671.0 1.9909297052154187
40.00016169583509 671.0 1.9909297052154187
41.000161695835104 671.0 1.9909297052154187
42.00016169583512 671.0 1.9909297052154187
43.00016169583513 671.0 1.9909297052154187
44.000161695835146 671.0 1.9909297052154187
45.00016169583516 671.0 1.9909297052154187
46.000161695835175 671.0 1.9909297052154187
47.00016169583519 671.0 1.9909297052154187
48.0001616958352 671.0 1.9909297052154187
49.00016169583522 671.0 1.9909297052154187
